Assay	term	contrast	Day1	TR1	Day2	TR2	null.value	estimate	std.error	df	statistic	p.value	adj.p.value	Allocation	Day	group	emmean	x_offset	y_position	x_pos	label
CCL20	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.3430368381415875	0.04854395880537116	1041.5612445910199	7.066519636705692	2.9042071321418533e-12	7.783275114140168e-12	Anakinra	4	Anakinra	-0.10635354657888789	-0.15	0.09364645342111212	2	***
CCL20	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.3857150838800083	0.048811900611582665	1045.0584780334157	7.902070582117044	6.924500212257386e-15	1.3645338653566026e-14	Anakinra	7	Anakinra	-0.1490317923173087	-0.15	0.05096820768269131	3	***
CCL20	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.39019899558294246	0.07152041132491031	1045.9991799210497	5.4557711337859365	6.086078319544307e-8	2.2653735967192698e-7	Placebo	4	Placebo	-0.004755681165266441	0.15	0.19524431883473356	2	***
CCL20	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.33031216429650007	0.07243136273964786	1051.7090012622307	4.560347228089526	5.706975701471865e-6	9.804291589708074e-6	Placebo	7	Placebo	0.055131150121175976	0.15	0.255131150121176	3	***
ST1A1	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.3114230588982192	0.05388315416678777	1049.929664864173	-5.77959964879288	9.864418106854124e-9	2.2790207350318147e-8	Anakinra	4	Anakinra	0.0024058230596704436	-0.15	0.20240582305967045	2	***
ST1A1	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.736564359791688	0.054163846437748416	1054.3249381310795	-13.598819290617332	6.33849898841529e-39	2.4981143071989674e-38	Anakinra	7	Anakinra	0.42754712395313926	-0.15	0.6275471239531393	3	***
ST1A1	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.28133911497707104	0.07935624513758659	1055.2716003578041	-3.5452674769237102	4.094109256721276e-4	9.443234041721728e-4	Placebo	4	Placebo	-0.06588268839984353	0.15	0.1341173116001565	2	***
ST1A1	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.5258079800326655	0.08032608300993321	1062.6618053460973	-6.545918340965829	9.183498159035447e-11	2.366516833289904e-10	Placebo	7	Placebo	0.1785861766557509	0.15	0.3785861766557509	3	***
ADA	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.16997224661316868	0.05541294273808495	1048.575483695456	3.067374483549091	0.0022148643826929624	0.003905155622116539	Anakinra	4	Anakinra	-0.02246103377660242	-0.15	0.1775389662233976	2	**
ADA	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.19470659418250288	0.055704466531314306	1052.8274949090628	3.495349768282018	4.931571123160724e-4	6.007550277304882e-4	Anakinra	7	Anakinra	-0.04719538134593663	-0.15	0.1528046186540634	3	***
TNFB	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.11345046376097899	0.04662602367425778	1044.4029937413252	-2.4332004923596986	0.015132956010899402	0.016898467545504333	Anakinra	7	Anakinra	0.34335369457866105	-0.15	0.543353694578661	3	*
CSF-1	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.6992660504032476	0.05783823711706072	1062.2814995275417	12.090030492941546	1.2774633500649678e-31	1.0698755556794106e-30	Anakinra	4	Anakinra	-0.10452369988789575	-0.15	0.09547630011210426	2	***
CSF-1	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.8897737485471082	0.058110751052963934	1067.9291676829846	15.311689014931865	5.4124946485157956e-48	3.0219761787546523e-47	Anakinra	7	Anakinra	-0.2950313980317563	-0.15	-0.09503139803175631	3	***
CSF-1	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.6134076387420562	0.08513134885603199	1068.7317235803473	7.2054260502721155	1.091168232793861e-12	8.12314128857652e-12	Placebo	4	Placebo	-0.013607272752532717	0.15	0.1863927272474673	2	***
CSF-1	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.6315364495674046	0.08609887932471352	1078.6224846603748	7.335013585782302	4.347948896207312e-13	1.618403200254944e-12	Placebo	7	Placebo	-0.03173608357788116	0.15	0.16826391642211885	3	***
