Assay	term	contrast	null.value	estimate	std.error	df	statistic	p.value	adj.p.value
LAP TGF-beta-1	Day*srf14	Day4 No - Day7 Yes	0	-0.05304644901554764	0.10643110265870069	1228.6924822825288	-0.498411156987211	0.6182834789247957	0.6681450498058276
LAP TGF-beta-1	Day*srf14	Day7 No - Day1 Yes	0	0.36362517315881576	0.10432282355609684	1192.9411929393907	3.4855764133270983	5.089093968125984e-4	7.25466586945619e-4
LAP TGF-beta-1	Day*srf14	Day7 No - Day4 Yes	0	0.1709907762398831	0.10714416293002105	1241.6665484527725	1.5958944618528788	0.11076682447344155	0.13743291184667747
LAP TGF-beta-1	Day*srf14	Day7 No - Day7 Yes	0	0.1739229219536798	0.10673969088333532	1234.8302594543552	1.6294118946229161	0.1034809044289712	0.15072218688567546
LAP TGF-beta-1	Day*srf14	Day1 Yes - Day4 Yes	0	-0.19263439691893264	0.09675319712739497	1071.2950020490832	-1.990987405463107	0.04673594759371339	0.07637337777509261
LAP TGF-beta-1	Day*srf14	Day1 Yes - Day7 Yes	0	-0.18970225120513592	0.0964688869556145	1072.3126345856278	-1.966460453642616	0.049503055473130914	0.06633409433399542
LAP TGF-beta-1	Day*srf14	Day4 Yes - Day7 Yes	0	0.0029321457137967055	0.09843865234706503	1057.4755075626217	0.029786528400031757	0.9762429232250966	0.9762429232250966
uPA	Day*srf14	Day1 No - Day4 No	0	0.5137579527525459	0.053920026278066364	1036.9770220580615	9.52814729917023	1.0920473738477927e-20	5.628244157523239e-20
uPA	Day*srf14	Day1 No - Day7 No	0	0.43029186618492166	0.05472309618372755	1045.117050835859	7.863076035395694	9.296761799737939e-15	1.946509501820131e-14
uPA	Day*srf14	Day1 No - Day1 Yes	0	-0.2902073945999894	0.1008275156870743	1159.251571174071	-2.878255926692369	0.004072195934703478	0.016049242801478413
uPA	Day*srf14	Day1 No - Day4 Yes	0	0.20655316699228513	0.10347502306483683	1209.3892787810066	1.9961644933662894	0.046139920341658286	0.07792116558904337
uPA	Day*srf14	Day1 No - Day7 Yes	0	0.22115927453734477	0.10309492441483915	1202.30527279458	2.145200414012931	0.03213667334236398	0.05382892784845967
uPA	Day*srf14	Day4 No - Day7 No	0	-0.0834660865676242	0.054214539977370434	1038.7549124086272	-1.539551688577706	0.123974219735994	0.15381986522799254
uPA	Day*srf14	Day4 No - Day1 Yes	0	-0.8039653473525352	0.10060293044496536	1154.0341332996031	-7.991470465090904	3.2113898847038793e-15	1.5368794448225706e-14
uPA	Day*srf14	Day4 No - Day4 Yes	0	-0.3072047857602608	0.10325570191905455	1204.6191200994258	-2.975184711843695	0.0029864913303879956	0.0068998247977929555
uPA	Day*srf14	Day4 No - Day7 Yes	0	-0.2925986782152011	0.10287530694740245	1197.4789408838435	-2.844207097868485	0.004527945436516278	0.011668167086407333
uPA	Day*srf14	Day7 No - Day1 Yes	0	-0.7204992607849111	0.1008972114307357	1160.7691094395748	-7.140923426605523	1.6318660258359552e-12	4.555625988792041e-12
uPA	Day*srf14	Day7 No - Day4 Yes	0	-0.22373869919263656	0.10354228885910367	1210.7389958413041	-2.1608436674322653	0.03090303020242344	0.044053255820475964
uPA	Day*srf14	Day7 No - Day7 Yes	0	-0.2091325916475769	0.10316314752912253	1203.6976221578882	-2.027202510359037	0.04286172539640777	0.07179339003898302
uPA	Day*srf14	Day1 Yes - Day4 Yes	0	0.4967605615922745	0.09158493397463997	1068.5681021697812	5.424042361921977	7.204399362258055e-8	3.2179650484752646e-7
uPA	Day*srf14	Day1 Yes - Day7 Yes	0	0.5113666691373342	0.0913174095837693	1069.619387845367	5.599881462562033	2.7260097590567718e-8	8.256471106528605e-8
