Assay	Day	srf14	emmean	SE	df	lower.CL	upper.CL
TRANCE	4	Yes	-0.2917206429415534	0.08857491106183805	1115.4062554502675	-0.4655128627878148	-0.11792842309529203
TRANCE	7	Yes	-0.1902836547715777	0.0880651942227173	1103.3613397151223	-0.3630778117896466	-0.017489497753508748
HGF	1	No	-0.11889523320379354	0.05312134278892112	1066.1512216144667	-0.22312948310978145	-0.01466098329780563
HGF	4	No	-0.17420965228056828	0.05304993024528359	1062.5157557931327	-0.2783041818835536	-0.07011512267758295
HGF	7	No	-0.09916749987075701	0.0536844266237051	1090.8243419330406	-0.20450392028754694	0.006168920546032908
HGF	1	Yes	0.10437436799320908	0.09511790343260232	1072.7575512323651	-0.08226387203600145	0.29101260802241963
HGF	4	Yes	0.3287773805298928	0.09783615741605645	1129.3914013095555	0.13681631542791353	0.5207384456318721
HGF	7	Yes	0.4752187680282366	0.09726371682280384	1117.3775383149746	0.28437866827245517	0.666058867784018
IL-12B	1	No	0.8846641198023066	0.04356206322855696	1015.8364956314954	0.7991821955427623	0.970146044061851
IL-12B	4	No	0.17759686450435105	0.04350820413273503	1012.3817167108203	0.09222028051515554	0.26297344849354654
IL-12B	7	No	0.13320245453709165	0.04399145207014503	1039.771009397604	0.046880309980528515	0.2195245990936548
IL-12B	1	Yes	0.9952995507629182	0.07798542831062905	1022.5605858211069	0.842269788354056	1.1483293131717804
IL-12B	4	Yes	-0.03287453423889348	0.08007822150684603	1079.0777574426513	-0.19000120455167446	0.12425213607388752
IL-12B	7	Yes	-0.2758288071734949	0.07963811088572506	1067.0509389007345	-0.43209388560640816	-0.11956372874058163
MMP-10	1	No	0.4129739110000203	0.05121512837965407	867.5558950125254	0.3124538674466263	0.5134939545534143
MMP-10	4	No	0.03184247243795948	0.05116986386242398	865.013649543963	-0.06858914270199432	0.13227408757791326
MMP-10	7	No	-0.019898734965968036	0.05159028593957335	886.5060483488884	-0.12115207733527802	0.08135460740334197
MMP-10	1	Yes	0.6207539414812917	0.09161653820812923	873.5665011003153	0.4409396916536189	0.8005681913089645
MMP-10	4	Yes	0.21502187320699445	0.09350334717858101	922.3316667860181	0.03151787569184927	0.39852587072213963
MMP-10	7	Yes	0.09444866027138199	0.0931086282087	911.927868322628	-0.0882834249480896	0.2771807454908536
IL10	1	No	0.5068743454126593	0.049153022879924374	1046.5289487559087	0.41042464401029755	0.603324046815021
IL10	4	No	-0.2699021921296683	0.049088983299101246	1042.9548799677607	-0.36622661512396276	-0.17357776913537387
IL10	7	No	-0.4307361903705819	0.04966009221727623	1070.9749319517848	-0.5281783048598153	-0.3332940758813485
IL10	1	Yes	0.8884781533364993	0.08800559522776029	1053.2023753027363	0.7157919051305657	1.0611644015424329
IL10	4	Yes	0.17342880514603182	0.09046246507571871	1109.9353673493536	-0.004067921725860041	0.35092553201792365
