Assay	term	TP1	TR1	TP2	TR2	null.value	estimate	std.error	df	statistic	p.value	adj.p.value
IL7	Day*Allocation	Day1	Anakinra	Day7	Anakinra	0	-0.02415721842980205	0.06792596748484009	1066.1580647363485	-0.35564040269567787	0.722180233529844	0.7444011637923006
IL7	Day*Allocation	Day1	Anakinra	Day1	Placebo	0	0.03361931797747258	0.10214546894856148	1187.7320740116718	0.3291317600627261	0.7421141258442383	0.9706901703326503
IL7	Day*Allocation	Day1	Anakinra	Day4	Placebo	0	-0.19674937975349277	0.10377481718375775	1218.1118177488931	-1.8959260550187398	0.05820630739430624	0.1041791763751216
IL7	Day*Allocation	Day1	Anakinra	Day7	Placebo	0	-0.12239058541113775	0.10414696196713684	1225.8988251769563	-1.1751719214791652	0.24015413817429332	0.2873272724585295
IL7	Day*Allocation	Day4	Anakinra	Day7	Anakinra	0	0.008689584793899864	0.06848627970923465	1045.351358311848	0.12688066618295468	0.899059249719669	0.9126813595639064
IL7	Day*Allocation	Day4	Anakinra	Day1	Placebo	0	0.06646612120117448	0.10306997067109695	1203.928240600149	0.6448640740693741	0.5191381318559121	0.6441158302656687
IL7	Day*Allocation	Day4	Anakinra	Day4	Placebo	0	-0.16390257652979087	0.10468540388507834	1233.2743026608923	-1.5656679006532757	0.11768292313639173	0.5256503900092164
IL7	Day*Allocation	Day4	Anakinra	Day7	Placebo	0	-0.08954378218743583	0.10505328516079426	1240.7303946895101	-0.8523653691589023	0.39417583296733383	0.4962782541635706
IL7	Day*Allocation	Day7	Anakinra	Day1	Placebo	0	0.05777653640727463	0.10279302967726561	1198.6824741221233	0.5620666750330531	0.5741756754791317	0.6106312739222512
IL7	Day*Allocation	Day7	Anakinra	Day4	Placebo	0	-0.17259216132369073	0.10441015123920583	1228.2158451932294	-1.6530208918889362	0.09858217611353737	0.16512514499017508
IL7	Day*Allocation	Day7	Anakinra	Day7	Placebo	0	-0.0982333669813357	0.1047837046073433	1236.0356158574937	-0.9374870582162204	0.3486912177741557	0.6489530997463453
IL7	Day*Allocation	Day1	Placebo	Day4	Placebo	0	-0.23036869773096535	0.08596589705333618	1058.6475684777306	-2.6797684387337544	0.007481638571570743	0.013609710377961265
